Time,Station,Saved
2014/06/04 07:00:00,001004,72.23
2014/06/04 08:00:00,001004,76.70
2014/06/04 09:00:00,001004,76.70
2014/06/04 16:00:00,001004,39.47
2014/06/07 15:00:00,001003,11.38
2014/06/08 15:00:00,001004,44.30
2014/06/09 14:00:00,001005,54.51
2014/06/11 09:00:00,001004,97.09
2014/06/11 09:00:00,001005,118.15
2014/06/03 00:00:00,001004,46.91
2014/06/03 01:00:00,001004,35.00
2014/06/03 03:00:00,001004,38.28
2014/06/03 06:00:00,001004,33.81
2014/06/03 04:00:00,001004,39.77
2014/06/03 05:00:00,001004,36.79
2014/06/03 07:00:00,001004,36.79
2014/06/03 08:00:00,001004,33.81
2014/06/03 09:00:00,001004,41.26
2014/06/03 10:00:00,001004,42.74
2014/06/03 12:00:00,001004,32.32
2014/06/03 11:00:00,001004,35.30
2014/06/03 00:00:00,001005,57.64
2014/06/03 01:00:00,001005,50.19
2014/06/03 03:00:00,001005,42.74
2014/06/03 06:00:00,001005,35.30
2014/06/03 04:00:00,001005,45.72
2014/06/03 05:00:00,001005,44.23
2014/06/03 08:00:00,001005,33.81
2014/06/03 09:00:00,001005,36.79
2014/06/03 07:00:00,001005,36.79
2014/06/03 10:00:00,001005,41.26
2014/06/03 11:00:00,001005,39.77
2014/06/03 12:00:00,001005,36.79
2014/06/04 17:00:00,001004,39.47
2014/06/04 05:00:00,001004,78.49
2014/06/04 06:00:00,001004,78.19
2014/06/04 07:00:00,001004,72.23
2014/06/04 08:00:00,001004,76.70
2014/06/04 09:00:00,001004,76.70
2014/06/04 16:00:00,001004,39.47
2014/06/07 15:00:00,001003,11.38
2014/06/08 15:00:00,001004,44.30
2014/06/09 14:00:00,001005,54.51
2014/06/11 09:00:00,001004,97.09
2014/06/11 09:00:00,001005,118.15
2014/06/12 14:00:00,001004,17.43
2014/06/12 15:00:00,001004,20.40
2014/06/12 16:00:00,001004,20.40
2014/06/12 21:00:00,001004,24.87
2014/06/12 20:00:00,001004,21.89
2014/06/12 19:00:00,001004,20.40
2014/06/12 18:00:00,001004,20.40
2014/06/12 17:00:00,001004,18.91
2014/06/12 23:00:00,001004,35.30
2014/06/12 22:00:00,001004,29.34
2014/06/13 00:00:00,001004,39.77
2014/06/13 01:00:00,001004,38.28
2014/06/13 02:00:00,001004,44.23
2014/06/13 05:00:00,001004,74.02
2014/06/13 06:00:00,001004,75.51
2014/06/13 07:00:00,001004,65.09
2014/06/13 04:00:00,001004,65.09
2014/06/13 03:00:00,001004,53.17
2014/06/03 00:00:00,001004,46.91
2014/06/03 01:00:00,001004,35.00
2014/06/03 03:00:00,001004,38.28
2014/06/03 06:00:00,001004,33.81
2014/06/03 04:00:00,001004,39.77
2014/06/03 05:00:00,001004,36.79
2014/06/03 07:00:00,001004,36.79
2014/06/03 08:00:00,001004,33.81
2014/06/03 09:00:00,001004,41.26
2014/06/03 10:00:00,001004,42.74
2014/06/03 12:00:00,001004,32.32
2014/06/03 11:00:00,001004,35.30
2014/06/03 00:00:00,001005,57.64
2014/06/03 01:00:00,001005,50.19
2014/06/03 03:00:00,001005,42.74
2014/06/03 06:00:00,001005,35.30
2014/06/03 04:00:00,001005,45.72
2014/06/03 05:00:00,001005,44.23
2014/06/03 08:00:00,001005,33.81
2014/06/03 09:00:00,001005,36.79
2014/06/03 07:00:00,001005,36.79
2014/06/03 10:00:00,001005,41.26
2014/06/03 11:00:00,001005,39.77
2014/06/03 12:00:00,001005,36.79
2014/06/04 17:00:00,001004,39.47
